번호,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2630,공중화장실,법제3조제5호,독서근린공원,서울특별시 양천구 지양로 53-1,,3,4,1,0,0,0,7,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-05-20
2631,공중화장실,법제3조제5호,오솔길근린공원,서울특별시 양천구 남부순환로72길 16,,3,4,1,0,0,0,6,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-20
2632,공중화장실,법제3조제5호,한울근린공원,서울특별시 양천구 지양로7길 27-5,,1,1,0,0,0,0,2,0,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-20
2633,공중화장실,법제3조제5호,양지근린공원,서울특별시 양천구 지양로13길 11,,3,3,0,0,0,0,2,0,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-20
2634,공중화장실,법제3조제5호,목동근린공원,서울특별시 양천구 목동중앙북로24길 1-29,,1,3,0,0,0,0,4,0,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,남자화장실+여자화장실,,2024-05-20
2635,공중화장실,법제3조제5호,넘은들근린공원,서울특별시 양천구 신정3동 1286,서울특별시 양천구 신정3동 1286,1,0,1,0,0,0,4,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,없음,,2024-05-20
2636,공중화장실,법제3조제5호,아동어린이공원,서울특별시 양천구 지양로10길 5,,1,0,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-05-20
2637,공중화장실,법제3조제5호,시설녹지(신정3호),서울특별시 양천구 중앙로 248,,2,3,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,없음,,2024-05-20
2638,공중화장실,법제3조제5호,장수공원,서울특별시 양천구 신월로 253,,2,2,1,0,0,0,4,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,없음,,2024-05-20
2639,공중화장실,법제3조제5호,어울림쉼터,서울특별시 양천구 목동중앙본로32길 7,,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,Y,N,없음,,2024-05-20
2640,공중화장실,법제3조제5호,연의근린공원,서울특별시 양천구 신정이펜1로 12,,2,3,1,0,0,0,8,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,상시,상시,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-20
2641,개방화장실,법제3조제7호,서울역,"서울특별시 용산구 한강대로 405 (동자동, 서울역(철도역))",,3,6,2,0,0,0,8,0,0,한국철도공사(코레일),02-3149-2510,정시,05:00~00:00,,,,공공기관-국가공공기관,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-05-24
2642,개방화장실,법제3조제7호,이촌역(중앙선),"서울특별시 용산구 이촌로71길 42 (이촌동, 중앙선 이촌역)",,3,4,0,0,0,0,4,0,0,한국철도공사(코레일),02-798-3071,정시,05:00~00:00,,,,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,Y,N,없음,,2024-05-24
2643,개방화장실,법제3조제7호,효창공원앞역,서울특별시 용산구 원효로71길 40 (용문동),,8,12,0,0,0,0,20,0,0,한국철도공사(코레일),02-701-6418,정시,05:00~00:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2644,개방화장실,법제3조제7호,서빙고역,"서울특별시 용산구 서빙고로 238 (서빙고동, 서빙고역)",,3,2,0,0,0,0,5,0,0,한국철도공사(코레일),02-3149-5435,정시,05:00~00:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-05-24
2645,개방화장실,법제3조제7호,한남역,"서울특별시 용산구 독서당로6길 12-13 (한남동, 한남역)",,3,3,0,0,0,0,5,0,0,한국철도공사(코레일),02-798-5710,정시,05:00~00:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,,2024-05-24
2646,개방화장실,법제3조제17호-영제3조제2항제3호,용문시장개방화장실(민간개방지정),서울특별시 용산구 효창원로42길 30,,2,2,0,0,0,0,4,0,0,용문시장관리실,02-3275-0881,정시,07:00~21:00,,,,민간소유-개인,수세식,Y,N,없음,Y,N,없음,,2024-05-24
2647,개방화장실,법제3조제16호-영제3조제1항제5호,청파노인복지관,"서울특별시 용산구 청파로83길 26 (서계동, 청파노인복지관)",,3,2,0,0,0,0,3,0,0,청파노인복지관,02-703-6011,정시,9:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,없음,,2024-05-24
2648,개방화장실,법제3조제16호-영제3조제1항제6호,용산청소년센터,"서울특별시 용산구 이촌로71길 24 (이촌동, 이촌제1동주민센터)",,13,17,6,0,0,0,21,0,0,용산청소년센터,02-749-0102,정시,9:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-05-24
2649,개방화장실,법제3조제16호-영제3조제1항제6호,꿈나무종합타운,서울특별시 용산구 백범로 329 (원효로1가),,12,16,2,0,1,2,28,2,3,용산꿈나무종합타운,02-707-0704,정시,"08:00~22:00,(월요일휴관,3층화장실이용불가)",,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2024-05-24
2650,개방화장실,법제3조제16호-영제3조제1항제6호,용산꿈나무종합타운 제1별관,서울특별시 용산구 백범로 329 (원효로1가),,3,5,0,0,0,0,4,0,0,용산꿈나무종합타운,02-707-0704,정시,08:00~22:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,없음,,2024-05-24
2651,개방화장실,법제3조제7호,서울(4)역,서울특별시 중구 용산구 동자동 14-151 서울역(4호선),,5,4,1,0,1,0,10,1,1,서울교통공사,61104261,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2652,개방화장실,법제3조제7호,숙대입구역,서울특별시 용산구 갈월동 16-7 숙대입구역,,4,6,1,1,2,0,10,1,2,서울교통공사,61104271,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2653,개방화장실,법제3조제7호,삼각지(4)역,서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),,3,3,1,0,0,0,9,1,1,서울교통공사,61104281,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2654,개방화장실,법제3조제7호,신용산역,서울특별시 용산구 한강로2가 181 4호선 신용산역,,4,6,1,0,1,0,10,1,1,서울교통공사,61104291,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2655,개방화장실,법제3조제7호,이촌역,서울특별시 용산구 용산동5가 17-112 4호선 이촌역,,4,4,1,0,0,0,11,1,0,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2656,개방화장실,법제3조제7호,효창공원앞,서울특별시 용산구 효창동 80 효창공원앞역,,3,5,1,0,0,0,8,1,0,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2657,개방화장실,법제3조제7호,삼각지(6),서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),,3,3,1,0,1,0,7,1,1,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-05-24
2658,개방화장실,법제3조제7호,녹사평,서울특별시 용산구 용산동 4가 4 녹사평역,,3,7,1,0,0,0,9,1,0,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2659,개방화장실,법제3조제7호,이태원,서울특별시 용산구 이태원동 119-23 이태원역,,3,5,1,0,0,0,5,1,0,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2024-05-24
2660,개방화장실,법제3조제7호,한강진,서울특별시 용산구 한남동 726-494 한강진역,,3,6,1,0,0,0,10,1,0,서울교통공사,61104301,정시,05:00~24:00,,,,공공기관-국가공공기관,수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,Y,여자화장실,,2024-05-24
2661,공중화장실,법제3조제11호,"에이치디현대오일뱅크(주)
직영소월길주유소",서울특별시 용산구 소월로 66,,1,1,0,0,0,0,1,0,0,"에이치디현대오일뱅크(주)
직영소월길주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2662,공중화장실,법제3조제11호,"선익상사(주)
동자동주유소",서울특별시 용산구 한강대로104길 6,,1,1,0,0,0,0,1,0,0,"선익상사(주)
동자동주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2663,공중화장실,법제3조제11호,"에이치디현대오일뱅크㈜
직영갈월동주유소",서울특별시 용산구한강대로 322,,1,1,0,0,0,0,1,0,0,"에이치디현대오일뱅크㈜
직영갈월동주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2664,공중화장실,법제3조제11호,서계주유소,서울특별시 용산구청파로 367,,1,1,0,0,0,0,1,0,0,서계주유소,,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2665,공중화장실,법제3조제11호,"㈜영원에너지 
풍기주유소",서울특별시 용산구원효로178,,1,1,0,0,0,0,1,0,0,"㈜영원에너지 
풍기주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2666,공중화장실,법제3조제11호,㈜신태성주유소,서울특별시 용산구원효로 147,,1,1,0,0,0,0,1,0,0,㈜신태성주유소,,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2667,공중화장실,법제3조제11호,"에이치디현대오일뱅크㈜ 
직영강변현대주유소",서울특별시 용산구원효로 9,,1,1,0,0,0,0,1,0,0,"에이치디현대오일뱅크㈜ 
직영강변현대주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2668,공중화장실,법제3조제11호,"한국석유공업㈜
한석주유소",서울특별시 용산구이촌로 164,,1,1,0,0,0,0,1,0,0,"한국석유공업㈜
한석주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2669,공중화장실,법제3조제11호,(주)중앙에너비스 한남지점,서울특별시 용산구 한남대로21길 4,,1,1,0,0,0,0,1,0,0,"(주)중앙에너비스 
한남지점",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2670,공중화장실,법제3조제11호,주식회사 중앙에너비스 에너비스,서울특별시 용산구한남대로 82,,1,1,0,0,0,0,1,0,0,주식회사 중앙에너비스 에너비스,,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2671,공중화장실,법제3조제11호,"에이치디현대오일뱅크㈜
직영한남동주유소",서울특별시 용산구한남대로 204,,1,1,0,0,0,0,1,0,0,"에이치디현대오일뱅크㈜
직영한남동주유소",,상시,,,,,민간소유-개인,수세식,N,N,없음,N,N,없음,,2024-05-24
2672,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 중앙도서관 별관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,12,16,1,1,0,0,11,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,1964-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2673,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 중앙도서관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,19,19,1,1,0,0,26,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,2004-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2674,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 하이테크관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,15,19,1,1,0,0,5,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,1980-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2675,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 프론티어관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,39,54,1,1,0,0,95,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,2010-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2676,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 창업보육센터,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,8,8,1,1,0,0,8,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,2001-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2677,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 도예실습실,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,2,2,0,0,0,0,2,0,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,2005-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2678,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 창조관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,15,20,1,1,0,0,19,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,1996-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2679,개방화장실,법제3조제16호-영제3조제1항제4호,서울과학기술대학교 청운관,서울특별시 노원구 공릉로 232,서울특별시 노원구 공릉동 172,25,36,1,1,0,0,24,1,0,서울과학기술대학교,02-970-6114,정시,06:00~23:00,2002-04,37.6316684,127.0774813,공공기관-국가공공기관,수세식,N,N,없음,N,N,없음,,2024-05-27
2680,개방화장실,법제3조제16호-영제3조제1항제5호,노원1종합사회복지관,서울특별시 노원구 월계로 372,서울특별시 노원구 월계동 321,5,8,1,2,0,0,7,1,0,노원구청 복지정책과,02-949-0700,정시,08:00~20:00,1995-07,37.632664,127.060077,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실,Y,N,없음,2008-08,2024-05-27
2681,개방화장실,법제3조제16호-영제3조제1항제5호,공릉종합사회복지관,서울특별시 노원구 동일로 1127,서울특별시 노원구 공릉동 708,8,7,2,0,0,0,9,2,0,노원구청 복지정책과,02-948-0520,정시,09:00~18:00,1994-12,37.629022,127.069263,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,Y,장애인화장실+남자화장실+여자화장실,Y,N,없음,2021-05,2024-05-27
2682,개방화장실,법제3조제16호-영제3조제1항제4호,노원평생학습관,서울특별시 노원구 동일로204길 13,서울특별시 노원구 중계동 508,12,12,0,4,0,0,15,0,0,노원평생학습관,02-979-0000,정시,08:00~22:00,,37.654395,127.056519,공공기관-국가공공기관,수거식,N,Y,장애인화장실,N,N,없음,,2024-05-27
